width, height, aspect_ratio, area, confidence, type
131.12,71.3442,1.83785,9354.67,0.62429,truck
149.07,87.3089,1.70739,13015.2,0.840487,truck
165.347,78.4827,2.10679,12976.8,0.594847,truck
190.659,84.6856,2.25137,16146.1,0.599428,truck
139.345,78.7461,1.76955,10972.9,0.532308,truck
161.297,63.2276,2.55105,10198.4,0.749667,truck
167.553,82.3451,2.03477,13797.2,0.63301,truck
181.077,79.7971,2.26921,14449.4,0.807041,truck
162.208,84.824,1.91229,13759.1,0.929783,truck
167.667,76.4999,2.19173,12826.5,0.904442,truck
179.892,79.1854,2.27178,14244.8,0.538208,truck
166.666,68.6059,2.42932,11434.2,0.912566,truck
176.504,82.2804,2.14515,14522.8,0.747726,truck
126.763,72.6874,1.74395,9214.08,0.72531,truck
151.026,78.2981,1.92885,11825,0.94123,truck
168.484,80.1783,2.10136,13508.7,0.552684,truck
157.913,84.8376,1.86136,13397,0.517785,truck
173.715,74.8358,2.32129,13000.1,0.985375,truck
121.322,77.1219,1.57312,9356.57,0.971158,truck
193.891,55.1716,3.51432,10697.2,0.915267,truck
157.782,86.1963,1.8305,13600.2,0.534356,truck
167.105,75.3137,2.21879,12585.3,0.891242,truck
154.041,83.5366,1.84399,12868,0.613921,truck
167.652,80.1688,2.09124,13440.5,0.947907,truck
165.773,74.7556,2.21754,12392.5,0.661108,truck
148.66,65.8631,2.2571,9791.18,0.960149,truck
168.539,74.669,2.25714,12584.6,0.760384,truck
177.285,76.8153,2.30794,13618.2,0.687996,truck
148.527,67.5387,2.19915,10031.3,0.775046,truck
162.62,73.5026,2.21245,11953,0.837991,truck
147.71,77.8354,1.89773,11497.1,0.748024,truck
192.71,79.9453,2.41052,15406.2,0.772008,truck
145.751,71.8502,2.02854,10472.2,0.818035,truck
201.982,67.8055,2.97885,13695.5,0.634666,truck
177.45,85.1232,2.08462,15105.1,0.769778,truck
176.281,77.4603,2.27576,13654.8,0.982565,truck
159.197,69.5811,2.28794,11077.1,0.744197,truck
151.197,70.5387,2.14346,10665.2,0.871712,truck
161.516,88.3031,1.82911,14262.4,0.80597,truck
152.874,84.1579,1.81651,12865.5,0.580424,truck
173.253,73.3925,2.36064,12715.5,0.779021,truck
185.391,80.4922,2.30321,14922.5,0.596977,truck
181.933,71.8022,2.53381,13063.2,0.939908,truck
191.559,80.255,2.38688,15373.6,0.807489,truck
144.129,81.8329,1.76126,11794.5,0.843942,truck
125.735,75.7477,1.65992,9524.17,0.919982,truck
183.731,85.7721,2.14209,15759,0.91634,truck
192.444,79.2776,2.42746,15256.5,0.73516,truck
185.477,80.7082,2.29811,14969.5,0.751025,truck
151.168,80.5713,1.8762,12179.8,0.608605,truck
164.248,85.8967,1.91216,14108.4,0.568911,truck
161.763,60.0485,2.69388,9713.65,0.937131,truck
162.12,61.999,2.61489,10051.3,0.755055,truck
176.069,66.0596,2.6653,11631,0.526402,truck
159.246,81.6083,1.95135,12995.8,0.743299,truck
201.249,78.473,2.56457,15792.6,0.847708,truck
202.122,66.0689,3.05927,13354,0.872963,truck
196.131,72.2722,2.71379,14174.8,0.867753,truck
171.631,66.8594,2.56705,11475.2,0.617929,truck
166.575,81.2842,2.04929,13539.9,0.866808,truck
158.347,80.559,1.96561,12756.3,0.649722,truck
148.366,74.8576,1.98198,11106.3,0.842956,truck
179.114,63.0506,2.8408,11293.2,0.995563,truck
187.514,75.4381,2.48567,14145.7,0.582647,truck
187.002,78.2055,2.39116,14624.6,0.850126,truck
203.479,76.7757,2.6503,15622.2,0.891291,truck
203.74,78.8593,2.58359,16066.8,0.528068,truck
180.575,54.9875,3.28393,9929.37,0.740453,truck
161.772,68.7781,2.35208,11126.3,0.71759,truck
176.639,76.2765,2.31578,13473.4,0.951957,truck
173.128,70.6192,2.45157,12226.1,0.954695,truck
150.014,82.3166,1.8224,12348.6,0.506701,truck
164.515,74.5163,2.20778,12259.1,0.641373,truck
150.928,57.5713,2.62158,8689.12,0.922395,truck
150.919,65.3767,2.30845,9866.58,0.63407,truck
166.615,70.5992,2.36001,11762.9,0.780996,truck
173.478,76.1616,2.27777,13212.4,0.67296,truck
155.437,72.867,2.13316,11326.2,0.866224,truck
191.422,73.6425,2.59935,14096.8,0.77416,truck
162.462,86.2892,1.88276,14018.7,0.747241,truck
193.196,79.8822,2.41851,15432.9,0.989775,truck
155.935,65.4237,2.38346,10201.8,0.654349,truck
178.92,69.9845,2.55657,12521.6,0.973518,truck
166.716,92.2324,1.80757,15376.7,0.990258,truck
153.538,79.23,1.93787,12164.8,0.613705,truck
124.317,87.8639,1.41488,10923,0.80645,truck
190.241,77.1538,2.46574,14677.8,0.613074,truck
193.006,67.0439,2.8788,12939.9,0.608045,truck
165.267,78.6383,2.10161,12996.3,0.548781,truck
192.385,84.0275,2.28955,16165.6,0.893485,truck
167.536,67.4164,2.4851,11294.7,0.555968,truck
169.564,88.1162,1.92432,14941.3,0.669889,truck
171.448,74.8776,2.2897,12837.6,0.936068,truck
175.494,67.4641,2.60129,11839.5,0.58081,truck
201.656,78.2186,2.5781,15773.2,0.627747,truck
182.776,89.2924,2.04693,16320.5,0.776257,truck
171.721,78.3051,2.19298,13446.7,0.547076,truck
151.563,70.8315,2.13976,10735.4,0.685966,truck
144.341,86.3812,1.67098,12468.4,0.725848,truck
165.894,72.6349,2.28395,12049.7,0.593362,truck
153.733,62.7834,2.44862,9651.87,0.547018,truck
155.854,64.8849,2.40201,10112.6,0.821337,truck
195.413,66.5096,2.93811,12996.8,0.59792,truck
189.137,58.5265,3.23165,11069.5,0.583017,truck
170.973,93.1785,1.8349,15931,0.806737,truck
